cik,name,sic,st
1409233,"GSAMP 2007-HSBC1",6189,NY
1409339,"CWABS Asset-Backed Certificates Trust 2007-12",6189,CA
1409340,"CWABS Asset-Backed Certificates Trust 2007-13",6189,CA
1409383,"Global Brands Acquisition Corp.",6770,NY
1409421,"Structured Asset Mortgage Investments II Trust 2007-AR4",6189,NY
1409423,"CWHEQ Revolving Home Equity Loan Trust, Series 2007-G",6189,CA
1409424,"Structured Asset Mortgage Investments II Trust 2007-AR5",6189,NY
1409447,"Merrill Lynch Capital Trust III",6211,NY
1409477,"BEAUTY BRANDS GROUP, INC.",6770,NY
1409493,"CHIMERA INVESTMENT CORP",6798,NY
1409543,"Biscayne Acquisition Group Inc",6770,FL
1409608,"Principal Life Income Fundings Trust 2007-79",6321,IA
1409610,"Principal Life Income Fundings Trust 2007-80",6321,IA
1409612,"Principal Life Income Fundings Trust 2007-81",6321,IA
1409615,"Merrill Lynch Mortgage Investors Trust, Series MLCC 2007-3",6189,NY
1409635,"Protective Life Secured Trust 2007-13",6311,AL
1409686,"Thornburg Mortgage Securities Trust 2007-4",6189,MD
1409741,"AirShares(TM) EU Carbon Allowances Fund",6221,NY
1409775,"BBVA COMPASS BANCSHARES, INC",6021,TX
1409834,"Endeavor Emerging Opportunities Fund, LP",6221,PA
1409868,"Alternative Loan Trust 2007-OH4",6189,CA
1409869,"Alternative Loan Trust 2007-OA11",6189,CA
1409870,"CHL Mortgage Pass-Through Trust 2007-HY6",6189,CA
1409871,"Capital Auto Receivables Asset Trust 2007-2",6189,DE
1409945,"TBM HOLDINGS, INC.",6029,2H
1409982,"Honda Auto Receivables 2007-3 Owner Trust",6189,CA
1410013,"Sequoia Mortgage Trust 2007-4",6189,CA
1410014,"Structured Asset Securities CORP Mortgage Loan Trust 2007-WF2",6189,NY
1410015,"Bear Stearns Asset Backed Securities I Trust 2007-AC6",6189,NY
1410016,"Prime Mortgage Trust 2007-3",6189,NY
1410017,"Capital One Auto Finance Trust 2007-C",6189,VA
1410039,"Deutsche Alt-A Securities Mortgage Loan Trust Series 2007-2",6189,NC
1410040,"Nationstar Home Equity Loan Trust 2007-D",6189,TX
1410087,"Sound Financial, Inc.",6035,WA
1410177,"Renaissance Home Equity Loan Trust 2007-3",6189,NY
1410205,"Principal Life Income Fundings Trust 2007-82",6321,IA
1410206,"Principal Life Income Fundings Trust 2007-83",6321,IA
1410207,"Principal Life Income Fundings Trust 2007-84",6321,IA
1410208,"GSAA Home Equity Trust 2007-9",6189,NY
1410211,"RALI Series 2007-QA5 Trust",6189,MN
1410212,"RALI Series 2007-QO5 Trust",6189,MN
1410213,"RALI Series 2007-QH8 Trust",6189,MN
1410214,"RFMSI Series 2007-S8 Trust",6189,MN
1410215,"RFMSI Series 2007-SA4 Trust",6189,MN
1410216,"NovaStar Mortgage Funding Trust, Series 2007-3",6189,KS
1410252,"Protective Life Secured Trust 2007-14",6311,AL
1410303,"Profile Bancorp Inc",6035,NH
1410336,"Lehman XS Trust 2007-17H",6189,NY
1410389,"Alternative Loan Trust 2007-24",6189,CA
1410390,"CHL Mortgage Pass-Through Trust 2007-16",6189,CA
1410391,"CHL Mortgage Pass-Through Trust 2007-17",6189,CA
1410392,"CHL Mortgage Pass-Through Trust 2007-HY4",6189,CA
1410393,"MASTR Asset Backed Securities Trust 2007-HE2",6189,NY
1410402,"Circle Entertainment, Inc.",6500,NY
1410428,"FORM Holdings Corp.",6794,NY
1410483,"Structured Adjustable Rate Mortgage Loan Trust Series 2007-8",6189,NY
1410516,"PRTX, INC.",6770,NY
1410567,"SmartStop Self Storage, Inc.",6798,CA
1410568,"Protective Life Secured Trust 2007-B",6311,AL
1410639,"Harley-Davidson Motorcycle Trust 2007-3",6189,NV
1410640,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2007-AR3",6189,TX
1410641,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2007-5",6189,TX
1410703,"Danvers Bancorp, Inc.",6035,MA
1410730,"Metaswarm Inc.",6794,CA
1410762,"Principal Life Income Fundings Trust 2007-85",6321,IA
1410763,"Principal Life Income Fundings Trust 2007-86",6321,IA
1410765,"J.P. Morgan Chase Commercial Mortgage Securities Trust 2007-CIBC20",6189,MA
1410768,"GSR Mortgage Loan Trust 2007-5F",6189,NY
1410789,"Bear Stearns Structured Products Inc. Trust 2007-R6",6189,NY
1410790,"Citicorp Mortgage Securities Trust, Series 2007-8",6189,MO
1410791,"Principal Life Income Fundings Trust 2007-87",6321,IA
1410835,"SunTrust Mortgage Securitization, LLC",6189,VA
1410924,"Structured Asset Mortgage Investments II Trust 2007-AR6",6189,NY
1410997,"American Realty Capital Trust, Inc.",6500,PA
1411059,"KBS Real Estate Investment Trust II, Inc.",6798,CA
1411136,"Bear Stearns Commercial Mortgage Securities Trust 2007-PWR17",6189,NY
1411137,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2007-FA5",6189,TX
1411163,"Westmont Acquisition Corp.",6770,KS
1411164,"MAXSYS HOLDINGS, INC.",6770,CA
1411166,"FOX ENERGY CORP.",6770,MO
1411167,"Norquest Acquisition Corp.",6770,NC
1411168,"Dutch Oven Gold Group Inc.",6770,A1
1411169,"China Capital Finance Corp. Inc.",6770,F4
1411261,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2007-AA3",6189,TX
1411303,"Cape Bancorp, Inc.",6022,NJ
1411308,"BONANZA ONE, INC.",6770,NC
1411342,"Ellington Financial LLC",6500,ct
1411347,"BMW Vehicle Lease Trust 2007-1",6189,NJ
1411473,"Principal Life Income Fundings Trust 2007-88",6321,IA
1411475,"Principal Life Income Fundings Trust 2007-89",6321,IA
1411476,"National Collegiate Student Loan Trust 2007-3",6189,MA
1411488,"BLACKHAWK NETWORK HOLDINGS, INC",6199,CA
1411494,"Apollo Global Management LLC",6282,ny
1411558,"STARM Mortgage Loan Trust 2007-4",6189,NY
1411595,"Venturevest 7, Inc.",6770,NY
1411596,"Venturevest 6, Inc.",6770,NY
1411597,"Venturevest 5, Inc.",6770,NY
1411598,"Venturevest 1, Inc.",6770,NY
1411599,"Venturevest 4, Inc.",6770,NY
1411600,"Venturevest 3, Inc.",6770,NY
1411601,"Venturevest 2, Inc.",6770,NY
1411616,"CarMax Auto Owner Trust 2007-3",6189,VA
1411621,"Lehman Mortgage Trust 2007-9",6189,NY
1411646,"Turner Investments, Inc.",6282,PA
1411865,"Banc of America Funding 2007-8 Trust",6189,MD
1411929,"Principal Life Income Fundings Trust 2007-92",6321,IA
1411930,"CNH Equipment Trust 2007-B",6189,IL
1411937,"Principal Life Income Fundings Trust 2007-91",6321,IA
1411948,"Principal Life Income Fundings Trust 2007-90",6321,IA
1411974,"MERIDIAN INTERSTATE BANCORP INC",6036,MA
1411991,"National Collegiate Student Loan Trust 2007-4",6189,MA
1411992,"Protective Life Secured Trust 2007-15",6311,DE
1411996,"RAAC Series 2007-SP3 Trust",6189,MN
1411997,"Bear Stearns Asset Backed Securities I Trust 2007-HE7",6189,NY
1412051,"GMACM Home Equity Loan Trust 2007-HE3",6189,MN
1412059,"IndyMac IMJA Mortgage Loan Trust 2007-A3",6189,CA
1412060,"IndyMac INDA Mortgage Loan Trust 2007-AR7",6189,CA
1412100,"Maiden Holdings, Ltd.",6331,D0
1412109,"Simplicity Bancorp, Inc.",6035,CA
1412233,"AmeriCredit Automobile Receivables Trust 2007-D-F",6189,NV
1412243,"Hyundai Auto Receivables Trust 2007-A",6189,CA
1412250,"Entergy Louisiana Hurricane Recovery Funding I, LLC",6189,LA
1412251,"Entergy Gulf States Hurricane Recovery Funding I, LLC",6189,LA
1412263,"J.P. Morgan Mortgage Trust 2007-A5",6189,NY
1412264,"Structured Asset Mortgage Investments II Trust 2007-AR7",6189,NY
1412265,"Morgan Stanley Mortgage Loan Trust 2007-13",6189,NY
1412266,"BCAP LLC Trust 2007-AA5",6189,NY
1412267,"Lehman XS Trust Series 2007-18N",6189,NY
1412315,"Gracechurch Card Programme Funding LTD",6189,XX
1412351,"Wells Fargo Mortgage Backed Securities 2007-14 Trust",6189,MD
1412419,"Protective Life Secured Trust 2007-C",6311,DE
1412479,"GSR 2007-OA2",6189,NY
1412502,"Sterling Real Estate Trust",6798,ND
1412504,"World Omni Auto Receivables Trust 2007-B",6189,FL
1412532,"Principal Life Income Fundings Trust 2007-95",6321,IA
1412534,"Principal Life Income Fundings Trust 2007-93",6321,IA
1412535,"Principal Life Income Fundings Trust 2007-94",6321,IA
1412536,"Soundview Home Loan Trust 2007-OPT4",6189,CT
1412551,"Caterpillar Financial Asset Trust 2007-A",6189,NV
1412582,"Principal Life Income Fundings Trust 32",6321,IA
1412584,"Protective Life Secured Trust 2007-16",6311,AL
1412589,"Capital One Prime Auto Receivables Trust 2007-2",6189,VA
1412590,"Morgan Stanley Mortgage Loan Trust 2007-14AR",6189,NY
1412665,"MidWestOne Financial Group, Inc.",6022,IA
1412683,"RALI Series 2007-QH9 Trust",6189,MN
1412684,"HarborView 2007-7",6189,MD
1412750,"HSI Asset Loan Obligation Trust 2007-2",6189,NY
1412756,"Wells Fargo Mortgage Backed Securities 2007-AR5 Trust",6189,MD
1412844,"Midwest Bancshares, Inc.",6022,OH
1412853,"CenterPoint Energy Transition Bond CO III, LLC",6189,TX
1412888,"Deutsche Alt-A Securities Mortgage Loan Trust, Series 2007-3",6189,NC
1412889,"CHL Mortgage Pass-Through Trust 2007-18",6189,CA
1412890,"Alternative Loan Trust 2007-25",6189,CA
1412891,"Morgan Stanley ABS Capital I Inc. Trust 2007-HE7",6189,NY
1412949,"CSMC Mortgage-Backed Trust 2007-6",6189,NY
1412985,"PHHMC Series 2007-6 Trust",6189,NJ
1412986,"USAA Auto Owner Trust 2007-2",6189,TX
1413029,"Capital Auto Receivables Asset Trust 2007-3",6189,DE
1413033,"Structured Adjustable Rate Mortgage Loan Trust Series 2007-9",6189,NY
1413034,"Wells Fargo Mortgage Backed Securities 2007-AR6 Trust",6189,MD
1413035,"Fifth Third Auto Trust 2008-1",6189,IL
1413040,"Global Alternative Asset Management, Inc.",6770,PA
1413051,"Flagstar Mortgage Loan Trust 2007-A1",6189,IL
1413277,"Principal Life Income Fundings Trust 2007-96",6321,IA
1413283,"Principal Life Income Fundings Trust 2007-98",6321,IA
1413392,"Principal Life Income Fundings Trust 2007-97",6321,IA
1413393,"Protective Life Secured Trust 2007-17",6311,AL
1413440,"Home Federal Bancorp, Inc.",6035,ID
1413490,"Protective Life Secured Trust 2007-D",6311,AL
1413496,"Bear Stearns Commercial Mortgage Securities Trust 2007-TOP28",6189,NY
1413718,"Merrill Lynch First Franklin Mortgage Loan Trust, Series 2007-H1",6189,NY
1413829,"Wells Fargo Alternative Loan 2007-PA5 Trust",6189,MD
1413837,"First Foundation Inc.",6022,CA
1413855,"FANHUA INC.",6411,F4
1413883,"Lehman Mortgage Trust 2007-10",6189,NY
1413884,"Banc of America Commercial Mortgage Inc., Series 2007-4",6189,NC
1413886,"Principal Life Income Fundings Trust 2007-99",6321,IA
1413887,"Principal Life Income Fundings Trust 2007-100",6321,IA
1413888,"Principal Life Income Fundings Trust 2007-101",6321,IA
1413889,"Protective Life Secured Trust 2007-18",6311,AL
1413890,"Wells Fargo Mortgage Backed Securities 2007-15 Trust",6189,MD
1413905,"KLRE Holdings, Inc.",6500,N8
1413915,"Greenstar International, Inc.",6770,FL
1414030,"CALIFORNIA MINES CORP.",6770,CA
1414103,"MASTR Alternative Loan Trust 2007-HF1",6189,NY
1414123,"HCM Acquisition CO",6770,TX
1414221,"Soundview Home Loan Trust 2007-OPT5",6189,CT
1414255,"Sapphire Industrials Corp.",6770,NY
1414314,"Morgan Stanley Capital I Trust 2007-IQ16",6189,NY
1414315,"LB-UBS Commercial Mortgage Trust 2007-C7",6189,NY
1414316,"Credit Suisse Commercial Mortgage Trust Series 2007-C5",6189,NY
1414317,"Nissan Auto Receivables 2007-B Owner Trust",6189,TN
1414374,"Paragon Commercial CORP",6022,NC
1414417,"Greenwich Capital Commercial Funding Corp. Commercial Mortgage Trust 2007-GG11",6189,CT
1414429,"Genworth Global Funding Trust 2007-D",6311,VA
1414430,"Structured Adjustable Rate Mortgage Loan Trust Series 2007-10",6189,NY
1414505,"HSBC Home Equity Loan Trust (USA) 2007-3",6189,IL
1414506,"MASTR Asset Securitization Trust 2007-1",6189,NY
1414555,"Principal Life Income Fundings Trust 2007-103",6321,IA
1414558,"Principal Life Income Fundings Trust 2007-102",6321,IA
1414581,"SENECA GLOBAL FUND, L.P.",6221,MD
1414599,"Ford Credit Auto Owner Trust 2007-B",6189,MI
1414600,"PRINCIPAL LIFE INCOME FUNDINGS TRUST 33",6321,IA
1414619,"Protective Life Secured Trust 2007-19",6311,DE
1414620,"Santander Drive Auto Receivables Trust 2007-3",6189,TX
1414703,"IndyMac INDX Mortgage Loan Trust 2007-AR21IP",6189,CA
1414735,"AmeriCredit Prime Automobile Receivables Trust 2007-2-M",6189,NV
1414737,"Thornburg Mortgage Securities Trust 2007-5",6189,NY
1414871,"ING USA Global Funding Trust 5",6189,PA
1414964,"Resource Real Estate Investors 6 LP",6500,PA
1415000,"ING USA Global Funding Trust 4",6189,PA
1415018,"OL Funding, Inc.",6162,CA
1415022,"WSB Holdings Inc",6035,MD
1415210,"Principal Life Income Fundings Trust 2007-104",6321,IA
1415211,"Principal Life Income Fundings Trust 2007-105",6321,IA
1415212,"Principal Life Income Fundings Trust 2007-106",6321,IA
1415239,"Wells Fargo Alternative Loan 2007-PA6 Trust",6189,MD
1415240,"Wells Fargo Mortgage Backed Securities 2007-16 Trust",6189,MD
1415277,"1st United Bancorp, Inc.",6022,FL
1415311,"ProShares Trust II",6221,MD
1415324,"Wachovia Bank Commercial Mortgage Trust Series 2007-C34",6189,NC
1415362,"Overture Acquisition Corp.",6311,E9
1415581,"TRIAN ACQUISITION I CORP.",6770,NY
1415586,"BBV Vietnam S.E.A. Acquisition Corp.",6770,Q1
1415592,"China Redstone Group, Inc.",6500,F4
1415600,"Add-on Exchange, Inc.",6770,NY
1415607,"Wells Fargo Mortgage Backed Securities 2007-AR8 Trust",6189,MD
1415608,"Wells Fargo Mortgage Backed Securities 2007-AR7 Trust",6189,MD
1415648,"CHL Mortgage Pass-Through Trust 2007-19",6189,CA
1415730,"GSAA Home Equity Trust 2007-10",6189,NY
1415826,"Wells Fargo Mortgage Backed Securities 2007-AR9 Trust",6189,MD
1415828,"ML-CFC Commercial Mortgage Trust 2007-9",6189,NY
1415829,"Bear Stearns Structured Products Inc. Trust 2007-R3",6189,NY
1415877,"Kanders Acquisition CO",6770,CT
1415967,"CHL Mortgage Pass-Through Trust 2007-HY7",6189,CA
1416043,"SUN OPPORTUNITY I INC",6770,NY
1416072,"Merrill Lynch Alternative Note Asset Trust, Series 2007-OAR5",6189,NY
1416073,"UPFC Auto Receivables Trust 2007-B",6189,TX
1416087,"SEQUOIA-LEGATO, INC",6199,CA
1416111,"Bear Stearns Structured Products Inc. Trust 2007-R8",6189,NY
1416265,"PROSPER MARKETPLACE, INC",6199,CA
1416304,"DOWNERS GAP, INC.",6770,NY
1416626,"BSV I INC",6770,TN
1416628,"BSV II INC",6770,TN
1416629,"BSV III INC",6770,TN
1416630,"BSV IV INC",6770,TN
1416693,"RFMSI Series 2007-S9 Trust",6189,MN
1416854,"Principal Life Income Fundings Trust 2007-107",6321,IA
1416855,"Principal Life Income Fundings Trust 2007-108",6321,IA
1416886,"SearchPath International Inc",6794,OH
1416919,"SLC Student Loan Trust 2007-2",6189,CT
1416930,"Prestine II, Inc.",6770,A6
1416931,"Prestine I, Inc.",6770,A6
1416995,"Hicks Acquisition CO II, Inc.",6770,TX
1417059,"Capstar Acquisition Corp.",6770,TX
1417129,"Cleco Katrina/Rita Hurricane Recovery Funding LLC",6189,LA
1417204,"Lehman XS Trust Series 2007-20N",6189,NY
1417205,"Merrill Lynch First Franklin Mortgage Loan Trust, Series 2007-6",6189,NY
1417321,"Green Realty Trust, Inc.",6798,IL
1417335,"Deutsche Bank Capital Funding Trust X",6022,NY
1417367,"ARYEH ACQUISITION CORP.",6770,NY
1417409,"SASCO 2007-BNC1",6189,NY
1417410,"Chase Mortgage Finance Trust Series 2007-S6",6189,NJ
1417460,"Chrysler Financial Auto Securitization Trust 2007-A",6189,MI
1417461,"Principal Life Income Fundings Trust 2007-109",6321,IA
1417462,"Principal Life Income Fundings Trust 2007-110",6321,IA
1417463,"Principal Life Income Fundings Trust 2007-111",6321,IA
1417481,"Structured Adjustable Rate Mortgage Loan Trust Series 2007-11",6189,NY
1417482,"CD 2007-CD5 Mortgage Trust",6189,MA
1417565,"TM Acquisition V, Inc.",6770,A1
1417566,"TM Acquisition IV, Inc.",6770,A1
1417567,"TM Acquisition III, Inc.",6770,A1
1417568,"TM Acquisition II, Inc.",6770,A1
1417569,"TM Acquisition I, Inc.",6770,A1
1417633,"GARDNER COURT ENTERPRISES THREE INC",6770,FL
1417634,"GARDNER COURT ENTERPRISES TWO INC",6770,FL
1417635,"GARDNER COURT ENTERPRISES ONE INC",6770,FL
1417653,"SLM Student Loan Trust 2007-8",6189,VA
1417765,"Education Media, Inc.",6770,DC
1417780,"Third Wave Acquisition CORP",6770,CT
1417850,"MASTR Asset Securitization Trust 2007-2",6189,NY
1417872,"International CRO Holdings Corp",6770,FL
1417899,"Accelerated Global Technology Corp.",6770,CA
1417923,"ML Man Bayswater FuturesAccess LLC",6221,NJ
1418008,"Capital Auto Receivables Asset Trust 2007-4",6189,DE
1418009,"First Horizon Asset Sec Mort Pass Thr Certs Ser 2007-6",6189,TX
1418048,"iStar Acquisition Corp.",6770,NY
1418114,"CNH Equipment Trust 2007-C",6189,IL
1418121,"Apple Hospitality REIT, Inc.",6798,VA
1418175,"DuPont Fabros Technology LP",6798,DC
1418189,"International Brands Management Group Ltd",6770,NY
1418224,"Banc of America Mortgage 2007-4 Trust",6189,NC
1418243,"Alpine Management LTD",6770,NJ
1418255,"BPW Acquisition Corp.",6770,CT
1418259,"IndyMac IMJA Mortgage Loan Trust 2007-A4",6189,CA
1418260,"Chase Mortgage Finance Trust Series 2007-A3",6189,NJ
1418261,"JPMMT 2007-A6",6189,NY
1418262,"Principal Life Income Fundings Trust 2007-114",6321,IA
1418263,"Principal Life Income Fundings Trust 2007-113",6321,IA
1418264,"Principal Life Income Fundings Trust 2007-112",6321,IA
1418302,"Renewable Energy Acquisition Corp.",6770,MN
1418304,"New Asia Partners China CORP",6770,NJ
1418424,"CHL Mortgage Pass-Through Trust 2007-20",6189,CA
1418474,"PHHMC Series 2007-7 Trust",6189,NJ
1418479,"TRIAD AUTOMOBILE RECEIVABLES TRUST 2007-B",6189,CA
1418489,"GRAND RIVER COMMERCE INC",6022,MI
1418801,"IndyMac INDA Mortgage Loan Trust 2007-AR8",6189,CA
1418807,"Morgan Stanley Mortgage Loan Trust 2007-15AR",6189,NY
1418831,"China Mining Resources Holdings LTD",6770,K3
1418944,"Citicorp Mortgage Securities Trust, Series 2007-9",6189,MO
1418968,"Fire From Ice, Inc.",6770,NV
1418984,"Wells Fargo Mortgage Backed Securities 2007-17 Trust",6189,MD
1418985,"Principal Life Income Fundings Trust 2007-115",6321,IA
1418986,"Principal Life Income Fundings Trust 2007-115",6321,IA
1419032,"Holbrook Energy Inc",6792,TX
1419034,"Lehman XS Trust 2007-19H",6189,NY
1419067,"AFH HOLDING VII, INC.",6770,CA
1419069,"AFH HOLDING VI, INC.",6770,CA
1419073,"AFH HOLDING V, INC",6770,CA
1419076,"National Energy Resources Acquisition CO",6770,CO
1419178,"Artio Global Investors Inc.",6282,NY
1419227,"Alternative Loan Trust 2007-HY10",6189,CA
1419243,"USAA Auto Owner Trust 2008-1",6189,TX
1419312,"MVC Acquisition Corp.",6770,NY
1419341,"Protective Life Secured Trust 2007-20",6311,DE
1419418,"Renaissance Home Equity Loan Trust 2007-4",6189,NY
1419419,"Principal Life Income Fundings Trust 2007-116",6321,IA
1419420,"Principal Life Income Fundings Trust 2007-117",6321,IA
1419421,"Principal Life Income Fundings Trust 2007-118",6321,IA
1419423,"Bear Stearns Commercial Mortgage Securities Trust 2007-PWR18",6189,NY
1419521,"Hatteras Financial Corp",6798,NC
1419552,"AFH ACQUISITION XII, INC.",6770,CA
1419553,"AFH ACQUISITION XI, INC.",6770,CA
1419556,"AFH Acquisition IX, Inc.",6770,CA
1419560,"AFH Acquisition VIII, Inc.",6770,CA
1419574,"MAFS Acquisition Corp.",6770,NY
1419681,"China Private Equity Acquisition Corp.",6770,NJ
1419703,"CSMC Mortgage-Backed Trust 2007-7",6189,NY
1419704,"Morgan Stanley Capital I Trust 2007-HQ13",6189,NY
1419828,"GS Finance Corp.",6211,NY
1419836,"Parks One, Inc.",6770,NC
1419839,"Goodwell Inc.",6770,J3
1419919,"VISION ACQUISITION IV INC",6770,NY
1419920,"VISION ACQUISITION V INC",6770,NY
1419922,"VISION ACQUISITION VI INC",6770,NY
1419939,"Wells Fargo Mortgage Backed Securities 2007-AR10 Trust",6189,MD
1419982,"Stalar 4, Inc.",6770,NY
1419983,"Stalar 3 Inc.",6770,NY
1419984,"Stalar 2, Inc.",6770,NY
1419985,"Stalar 1, Inc.",6770,NY
1420012,"MACRO INFLATION DEPOSITOR, LLC",6189,NJ
1420031,"EMMAUS LIFE SCIENCES, INC.",6770,CA
1420032,"Green Energy Acquisition CORP",6770,MD
1420033,"AFH ACQUISITION V, INC.",6770,CA
1420034,"AFH ACQUISITION VI, INC.",6770,CA
1420035,"AFH ACQUISITION VII, INC.",6770,CA
1420061,"Module One RD, INC",6770,FL
1420062,"J.P. Morgan Chase Commercial Mortgage Securities Trust 2007-C1",6189,MA
1420063,"Principal Life Income Fundings Trust 2007-120",6321,IA
1420064,"Principal Life Income Fundings Trust 2007-121",6321,IA
1420065,"Principal Life Income Fundings Trust 2007-122",6321,IA
1420066,"Principal Life Income Fundings Trust 2007-119",6321,IA
1420071,"Genworth Global Funding Trust 2007-1",6311,VA
1420072,"Protective Life Secured Trust 2007-21",6311,DE
1420073,"Genworth Global Funding Trust 2007-2",6311,VA
1420074,"Genworth Global Funding Trust 2007-3",6311,VA
1420091,"Lehman Mortgage Trust 2007-11",6189,NY
1420208,"IndyMac INDA Mortgage Loan Trust 2007-AR9",6189,CA
1420413,"North Asia Investment CORP",6770,M5
1420414,"Cherry Tree Acquisition Corp.",6770,MN
1420488,"MALVERN FEDERAL BANCORP INC",6036,PA
1420509,"Argentum Exploration, Inc.",6770,WY
1420510,"Pinnacle Oil & Gas Group, Inc.",6770,WY
1420511,"Pendrith Acquisition, Inc.",6770,WY
1420512,"Petman Acquisiton, Inc.",6770,WY
1420513,"MAJOR GOLD CORP",6770,A6
1420525,"1st Century Bancshares, Inc.",6022,CA
1420544,"LANK ACQUISITION CORP",6770,NY
1420588,"TSX GROUP INC",6200,A6
1420788,"Principal Life Income Fundings Trust 2007-123",6321,IA
1420791,"Principal Life Income Fundings Trust 2007-125",6321,IA
1420792,"Principal Life Income Fundings Trust 2007-123",6321,IA
1420803,"Principal Life Income Fundings Trust 2007-124",6321,IA
1420805,"Banc of America Commercial Mortgage Inc., Series 2007-5",6189,NC
1420811,"On Deck Capital, Inc.",6199,ny
1420817,"Principal Life Income Fundings Trust 2007-126",6321,IA
1420821,"WILLIAM PENN BANCORP INC",6035,PA
1420843,"Genworth Global Funding Trust 2007-5",6311,VA
1420844,"Genworth Global Funding Trust 2007-4",6311,VA
1420847,"PICCOLO EDUCATIONAL SYSTEMS, INC.",6770,UT
1420908,"Alternative Loan Trust Resecuritization 2007-26R",6189,CA
1420909,"CHL Mortgage Pass-Through Trust 2007-21",6189,CA
1420939,"Principal Life Income Fundings Trust 34",6321,IA
1420993,"Raycliff Acquisition Corp",6770,NY
1421042,"Endeavour International Acquisition Corp.",6770,E9
1421047,"Performance Acquisition Corp.",6770,WY
1421064,"Wells Fargo Mortgage Backed Securities 2008 -1 Trust",6189,MD
1421105,"BNC CORP Mortgage Loan Trust 2007-BNC4",6189,NY
1421415,"Deutsche Alt-A Securities Mortgage Loan Trust, Series 2008-IN1",6189,NC
1421453,"FIG Acquisition Corp.",6770,NY
1421463,"Principal Life Income Fundings Trust 2007-127",6321,IA
1421465,"Principal Life Income Fundings Trust 2007-128",6321,IA
1421466,"Principal Life Income Fundings Trust 2007-129",6321,IA
1421470,"Protective Life Secured Trust 2007-22",6311,AL
1421494,"Grand Slam Acquisition Corp.",6770,WY
1421523,"SRKP 24 Inc",6770,FL
1421524,"China Wesen Recycling Technology, Inc.",6770,FL
1421527,"Feigeda Electronic Technology, Inc.",6770,F4
1421528,"Xodtec Group USA, INC.",6770,F5
1421543,"Consumer Partners Acquisition Corp.",6770,CA
1421598,"Wattles Acquisition Corp",6770,CO
1421602,"WESTMOUNTAIN DISTRESSED DEBT INC",6799,CO
1421603,"WESTMOUNTAIN Co",6799,CO
1421619,"Century Commercial Bancorp Inc",6035,OH
1421636,"WestMountain Alternative Energy Inc",6799,co
1421726,"ASM Acquisition CO LTD",6770,K3
1421732,"Structured Asset Securities CORP Mortgage Loan Trust 2007-BC4",6189,NY
1421735,"LUX RESIDENTIAL WARRANTY PROGRAM INC.",6411,A6
1421816,"Alternate Energy Solutions, Inc.",6770,GA
1421819,"Rineon Group Inc",6331,AZ
1421883,"China Evergreen Acquisition Corp.",6770,F4
1421988,"CSMC Trust 2007-5R",6189,NY
1422097,"Dellacorte Acquisition Corp.",6770,NY
1422115,"CHINA PACIFIC ACQUISITION CORP",6770,F4
1422123,"Greenstreet Acquisition Corp.",6770,FL
1422127,"Bethesda C0701, Inc.",6770,FL
1422141,"ZETA ACQUISITION CORP I",6770,IA
1422201,"SLM Student Loan Trust 2008-1",6189,VA
1422202,"SLM Student Loan Trust 2008-2",6189,VA
1422203,"SLM Student Loan Trust 2008-3",6189,VA
1422239,"RAI Acquisition Corp.",6770,PA
1422627,"RALI Series 2003-QS13 Trust",6189,MN
1422628,"RALI Series 2003-QS19 Trust",6189,MN
1422629,"RFMSI Series 2003-S19 Trust",6189,MN
1422630,"RALI Series 2003-QS12 Trust",6189,MN
1422631,"RALI Series 2003-QS17 Trust",6189,MN
1422632,"RALI Series 2003-QS20 Trust",6189,MN
1422633,"RALI Series 2003-QS21 Trust",6189,MN
1422634,"RALI Series 2003-QS23 Trust",6189,MN
1422635,"RFMSI Series 2003-S10 Trust",6189,MN
1422636,"RFMSI Series 2003-S13 Trust",6189,MN
1422637,"RFMSI Series 2003-S20 Trust",6189,MN
1422811,"KBL Acquisition Corp IV",6770,NY
1423038,"Genworth Global Funding Trust 2008-1",6311,VA
1423039,"Genworth Global Funding Trust 2008-2",6311,VA
1423040,"Genworth Global Funding Trust 2008-3",6311,VA
1423041,"Victory Park Acquisition Corp. I",6770,X1
1423057,"BOSP BANCSHARES, INC.",6035,WI
1423115,"Grail Investment Corp.",6770,NY
1423121,"First Class Navigation CORP",6770,J3
1423124,"CarMax Auto Owner Trust 2008-1",6189,VA
1423125,"Alternative Loan Trust Resecuritization 2008-1R",6189,CA
1423243,"SRKP 26 INC",6770,FL
1423244,"SRKP 27 INC",6770,FL
1423245,"AOTS 28, Inc.",6770,FL
1423246,"AOTS 29, Inc.",6770,FL
1423381,"Nissan Auto Receivables 2008-A Owner Trust",6189,TN
1423445,"NEW ASIA PARTNERS CHINA I CORP",6770,F4
1423588,"HOLLYWOOD ENTERTAINMENT EDU HOLDING, INC.",6770,CA
1423590,"CHINA FUHUA NEW MATERIAL HOLDINGS INC.",6770,CA
1423593,"PATRIOT RISK MANAGEMENT, INC.",6331,FL
1423689,"AGNC Investment Corp.",6798,MD
1423717,"Bear Stearns Structured Products Inc. Trust 2008-R1",6189,NY
1423738,"Protective Life Secured Trust 2008-A",6311,DE
